...1,Unnamed..0,學校級別,代碼,School,City,鄉鎮市區.x,地址,電話,地區屬性,longitude,latitude,newLat,newLng,isInService_foodpanda,inServiceUber
1974,1974,國民小學,144653,縣立萬安國小,臺東縣,池上鄉,[958]臺東縣池上鄉萬安村一鄰5之2號,(08)9862371,特偏,120.369211,22.34621,23.0887431,121.208259,1,0
1834,1834,國民小學,134679,縣立萬隆國小,屏東縣,新埤鄉,[925]屏東縣新埤鄉萬隆村中山路126號,(08)7870191,偏遠,120.357281,22.683088,22.5080592,120.5867603,1,0
893,893,國民小學,74647,縣立管嶼國小,彰化縣,福興鄉,[506]彰化縣福興鄉廈粘村沿海路三段100號,(04)7702949,NA,120.207472,23.51856,24.0273414,120.4135602,1,0
1788,1788,國民小學,134630,縣立德協國小,屏東縣,長治鄉,[908]屏東縣長治鄉德成村中興路551號,(08)7621844,NA,120.386354,23.294672,22.6931331,120.5414936,1,0
1970,1970,國民小學,144649,縣立德高國小,臺東縣,關山鎮,[956]臺東縣關山鎮德高里7鄰永豐16號,(08)9931149,偏遠,120.480252,22.562159,23.0738293,121.1777501,1,0
977,977,國民小學,74731,縣立潮洋國小,彰化縣,溪州鄉,[524]彰化縣溪州鄉潮洋村陸軍路一段146號,(04)8803059,偏遠,120.463166,23.452229,23.8139429,120.5192025,1,0
879,879,國民小學,74633,縣立線西國小,彰化縣,線西鄉,[507]彰化縣線西鄉寓埔村中央路二段135號,(04)7585075,NA,120.936491,24.573676,24.131246,120.4697296,1,0
2608,2608,國民小學,714604,縣立賢庵國小,金門縣,金城鎮,[893]金門縣金城鎮賢厝村庵前18之2號,(082)325463,偏遠,118.318989,24.417834,24.420415,118.322021,1,0
2082,2082,國民小學,154677,縣立學田國小,花蓮縣,富里鄉,[983]花蓮縣富里鄉學田村光明路1號,(03)8831324,偏遠,121.227145,23.155448,23.154973,121.2279077,1,0
573,573,國民小學,54607,縣立頭屋國小,苗栗縣,頭屋鄉,[362]苗栗縣頭屋鄉頭屋村中山街15號,(037)251071,NA,121.002174,24.838077,24.575632,120.8505331,1,0
640,640,國民小學,54683,縣立龍坑國小,苗栗縣,後龍鎮,[356]苗栗縣後龍鎮龍坑里158號,(037)722027,NA,120.773309,24.276058,24.596959,120.7838403,1,0
595,595,國民小學,54631,縣立藍田國小,苗栗縣,苑裡鎮,[358]苗栗縣苑裡鎮泰田里3鄰62號,(037)743504,NA,120.666443,23.66404,24.3932566,120.6918803,1,0
969,969,國民小學,74723,縣立豐崙國小,彰化縣,埤頭鄉,[523]彰化縣埤頭鄉豐崙村校前路50號,(04)8922136,偏遠,120.425931,23.418113,23.9165658,120.4602572,1,0
1319,1319,國民小學,104603,縣立雙溪國小,嘉義縣,朴子市,[613]嘉義縣朴子市雙溪里30號,(05)3795549,偏遠,120.888285,22.339864,23.487724,120.2772325,1,0
1201,1201,國民小學,94638,縣立饒平國小,雲林縣,莿桐鄉,[647]雲林縣莿桐鄉饒平村饒平路1號,(05)5842071,NA,120.490911,23.852997,23.7772576,120.522261,1,0
737,737,國民小學,64656,市立三田國小,臺中市,清水區,[436]臺中市清水區田寮里三田路4號,(04)26262400,,120.922185,24.460208,24.2902382,120.5799464,1,1
777,777,國民小學,64696,市立東園國小,臺中市,烏日區,[414]臺中市烏日區溪南路一段238巷198號,(04)23353092,,120.704019,24.214519,24.0835231,120.6396254,1,1
2234,2234,國民小學,193601,市立中區光復國小,臺中市,中區,[400]臺中市中區三民路二段148號,(04)22294174,,120.681722,24.143926,24.144027,120.6814649,1,1
2242,2242,國民小學,193609,市立忠信國小,臺中市,西區,[403]臺中市西區林森路155號,(04)23722866,,120.668572,24.139281,24.1391036,120.668765,1,1
2262,2262,國民小學,193629,市立文山國小,臺中市,南屯區,[408]臺中市南屯區忠勇路97號,(04)23896934,,120.614758,24.149195,24.1493523,120.6153416,1,1
800,800,國民小學,64719,市立復興國小,臺中市,霧峰區,[413]臺中市霧峰區坑口里信義路50號,(04)23306075,,120.832016,24.53439,24.0424578,120.6967436,1,1
829,829,國民小學,64748,市立大元國小,臺中市,大里區,[412]臺中市大里區現岱路60號,(04)24834568,,120.707572,24.483936,24.1004948,120.6896568,1,1
2246,2246,國民小學,193613,市立南區和平國小,臺中市,南區,[402]臺中市南區復興路二段57號,(04)22613139,,120.659465,24.120547,24.1203129,120.660113,1,1
714,714,國民小學,64633,市立馬鳴國小,臺中市,外埔區,[438]臺中市外埔區中山里東西巷13號,(04)26834114,偏遠,120.635481,24.23808,24.3377269,120.6642297,1,1
785,785,國民小學,64704,市立大忠國小,臺中市,大肚區,[432]臺中市大肚區沙田路一段854巷24號,(04)26993693,,121.024088,24.824104,24.1343541,120.5565344,1,1
747,747,國民小學,64666,市立德化國小,臺中市,大甲區,[437]臺中市大甲區和平路290號,(04)26874602,偏遠,120.65481,24.439577,24.3621955,120.6246009,1,1
686,686,國民小學,64605,市立豐村國小,臺中市,豐原區,[420]臺中市豐原區水源路341號,(04)25222468,,120.526712,24.216702,24.2555051,120.7362747,1,1
764,764,國民小學,64683,市立三光國小,臺中市,大安區,[439]臺中市大安區龜殼里3鄰中松路297號,(04)26710148,偏遠,120.679378,24.311329,24.3575174,120.6008866,1,1
717,717,國民小學,64636,市立中山國小,臺中市,東勢區,[423]臺中市東勢區泰昌里中泰街88號,(04)25872471,,121.054352,24.700536,24.2529395,120.8351134,1,1
690,690,國民小學,64609,市立內埔國小,臺中市,后里區,[421]臺中市后里區文化路30號,(04)25562003,,120.710025,24.21244,24.3070668,120.714965,1,1
2253,2253,國民小學,193620,市立省三國小,臺中市,北區,[404]臺中市北區崇德路一段107號,(04)22318092,,120.684811,24.159771,24.1599428,120.6848554,1,1
696,696,國民小學,64615,市立神岡國小,臺中市,神岡區,[429]臺中市神岡區神岡里神圳路1號,(04)25622406,,120.83132,24.243382,24.2582068,120.6611146,1,1
2257,2257,國民小學,193624,市立西屯區永安國小,臺中市,西屯區,[407]臺中市西屯區西屯路三段133號,(04)24624470,,120.624741,24.184434,24.1848454,120.6250818,1,1
2269,2269,國民小學,193636,市立軍功國小,臺中市,北屯區,[406]臺中市北屯區和平里軍福十三路300號,(04)24370696,,120.719295,24.173247,24.1728256,120.7193271,1,1
822,822,國民小學,64741,市立潭陽國小,臺中市,潭子區,[427]臺中市潭子區潭陽路19號,(04)25382255,,120.665768,24.472828,24.2130417,120.7101284,1,1
743,743,國民小學,64662,市立梧南國小,臺中市,梧棲區,[435]臺中市梧棲區草湳里文化路一段6號,(04)26567968,偏遠,120.825977,24.579129,24.2448023,120.5275637,1,1
2237,2237,國民小學,193604,市立東區成功國小,臺中市,東區,[401]臺中市東區旱溪西路一段300號,(04)22124224,,120.699289,24.13718,24.1371661,120.6997102,1,1
769,769,國民小學,64688,市立龍津國小,臺中市,龍井區,[434]臺中市龍井區龍津里中央路一段165巷50號,(04)26393394,,120.658671,24.272516,24.2008251,120.5219061,1,1
703,703,國民小學,64622,市立大明國小,臺中市,大雅區,[428]臺中市大雅區中清路四段158號,(04)25651300,,120.602787,24.267207,24.2285538,120.6432416,1,1
758,758,國民小學,64677,市立竹林國小,臺中市,沙鹿區,[433]臺中市沙鹿區臺灣大道7段821號,(04)26620175,,120.72196,24.236911,24.2377114,120.5669438,1,1
725,725,國民小學,64644,市立土牛國小,臺中市,石岡區,[422]臺中市石岡區土牛里豐勢路308號,(04)25816043,,121.246791,24.680253,24.2661272,120.8076499,1,0
808,808,國民小學,64727,市立頭汴國小,臺中市,太平區,[411]臺中市太平區頭汴里北田路20號,(04)22703129#82,,120.785795,24.464505,24.1230988,120.7514622,1,0
839,839,國民小學,64758,市立車籠埔國小,臺中市,太平區,[411]臺中市太平區光明路10-2 號,(04)22763928,NA,120.947511,24.680475,24.1099496,120.7319265,1,1
740,740,國民小學,64659,市立大楊國小,臺中市,清水區,[436]臺中市清水區楊厝里鱉海路325號,(04)26200634,偏遠,120.911789,24.694785,24.2894947,120.6056064,1,0
799,799,國民小學,64718,市立桐林國小,臺中市,霧峰區,[413]臺中市霧峰區民生路675號,(04)23304311,偏遠,120.832799,24.469019,24.0659704,120.7355225,1,0
713,713,國民小學,64632,市立鐵山國小,臺中市,外埔區,[438]臺中市外埔區鐵山里長生路576號,(04)26835033,偏遠,120.716408,24.112971,24.3490012,120.6567071,1,0
771,771,國民小學,64690,市立龍港國小,臺中市,龍井區,[434]臺中市龍井區麗水里三港路1號,(04)26395586,偏遠,120.651106,24.222238,24.1984604,120.50125,1,0
765,765,國民小學,64684,市立海墘國小,臺中市,大安區,[439]臺中市大安區海墘里大安港路1100號,(04)26876085,NA,120.750457,24.32525,24.3789624,120.5885676,1,0
721,721,國民小學,64640,市立中科國小,臺中市,東勢區,[423]臺中市東勢區東崎路4段92巷16號,(04)25872534,偏遠,121.192646,24.6991,24.256566,120.8516603,1,0
2270,2270,國民小學,193637,市立北屯區大坑國小,臺中市,北屯區,[406]臺中市北屯區東山路二段112號,(04)22390748,偏遠,120.748181,24.195971,24.1963669,120.7478171,1,0
761,761,國民小學,64680,市立公館國小,臺中市,沙鹿區,[433]臺中市沙鹿區西勢里中航路2段1號,(04)26154353,NA,120.729432,24.309983,24.2604779,120.5956488,1,0
752,752,國民小學,64671,市立東明國小,臺中市,大甲區,[437]臺中市大甲區幸福里東明路93號,(04)26814404,偏遠,120.721218,24.255394,24.3747868,120.6804875,1,0
726,726,國民小學,64645,市立新社國小,臺中市,新社區,[426]臺中市新社區新社里興社街4段1巷2號,(04)25811204,NA,121.301204,24.660115,24.2407254,120.8096693,1,0
80,80,國民小學,14676,市立深坑國小,新北市,深坑區,[222]新北市深坑區深坑里文化街45號,(02)26624675,偏遠,120.313139,22.621747,25.0015325,121.6163876,1,1
142,142,國民小學,14743,市立五股國小,新北市,五股區,[248]新北市五股區五股里成泰路二段49號,(02)22917191,,121.669,25.069433,25.0831324,121.437248,1,1
45,45,國民小學,14641,市立永和國小,新北市,永和區,[234]新北市永和區秀朗路一段120號,(02)29214615,,120.149046,23.057106,25.0033,121.5167043,1,1
161,161,國民小學,14762,市立修德國小,新北市,三重區,[241]新北市三重區重陽路三段3號,(02)29800495,,121.514157,24.961301,25.0658348,121.4897286,1,1
50,50,國民小學,14646,市立土城國小,新北市,土城區,[236]新北市土城區興城路17號,(02)22700177,,121.54844,25.039328,24.9712795,121.4424151,1,1
186,186,國民小學,14787,市立仁愛國小,新北市,蘆洲區,[247]新北市蘆洲區民族路488號,(02)22838815,,121.831967,25.029033,25.091179,121.4706203,1,1
54,54,國民小學,14650,市立汐止國小,新北市,汐止區,[221]新北市汐止區大同路二段313號,(02)26477271,,121.51537,25.057911,25.0667325,121.6549682,1,1
214,214,國民小學,14817,市立新市國小,新北市,淡水區,[251]新北市淡水區中山北路二段200號,(02)26262141,,121.447166,25.04507,25.1864213,121.4443784,1,1
149,149,國民小學,14750,市立南勢國小,新北市,林口區,[244]新北市林口區南勢五街2號,(02)26091020,偏遠,121.650945,25.208406,25.0749024,121.358273,1,1
30,30,國民小學,14626,市立民義國小,新北市,三峽區,[237]新北市三峽區嘉添里白雞路40號,(02)26711895,偏遠,120.641855,24.186529,24.9120929,121.3755087,1,1
6,6,國民小學,14601,市立板橋國小,新北市,板橋區,[220]新北市板橋區黃石里文化路一段23號,(02)29686834,,121.613612,24.007373,25.0108349,121.4581976,1,1
132,132,國民小學,14733,市立國泰國小,新北市,新莊區,[242]新北市新莊區中正路386號,(02)29043693,,121.51158,25.015518,25.0342275,121.441712,1,1
194,194,國民小學,14795,市立同榮國小,新北市,泰山區,[243]新北市泰山區公園路33號,(02)22968551,,121.726942,25.023163,25.0544124,121.4284979,1,1
176,176,國民小學,14777,市立建國國小,新北市,鶯歌區,[239]新北市鶯歌區育英街2號,(02)26709228,,121.821477,25.116827,24.9550043,121.3468024,1,1
43,43,國民小學,14639,市立錦和國小,新北市,中和區,[235]新北市中和區圓通路292號,(02)22479495,,120.17939,22.987526,24.9892713,121.4895915,1,1
21,21,國民小學,14617,市立山佳國小,新北市,樹林區,[238]新北市樹林區中山路三段5號,(02)26806673,,120.607816,24.182324,24.9754914,121.4017467,1,1
85,85,國民小學,14682,市立坪林國小,新北市,坪林區,[232]新北市坪林區坪林里坪林街114號,(02)26656213,偏遠,121.521642,25.007061,24.9363439,121.7110847,1,0
90,90,國民小學,14688,市立瑞柑國小,新北市,瑞芳區,[224]新北市瑞芳區明燈路一段18巷13號,(02)24971009,偏遠,121.372987,24.939198,25.1092255,121.8226618,1,0
71,71,國民小學,14667,市立直潭國小,新北市,新店區,[231]新北市新店區直潭路92號,(02)26667278,偏遠,121.504569,25.139958,24.9377859,121.5317482,1,0
88,88,國民小學,14686,市立瑞芳國小,新北市,瑞芳區,[224]新北市瑞芳區龍川里中山路2號,(02)24972058,偏遠,121.51731,25.014492,25.1078152,121.8047246,1,1
70,70,國民小學,14666,市立新店國小,新北市,新店區,[231]新北市新店區新店路2號,(02)29103483,NA,121.523048,25.087015,24.9529217,121.5402517,1,1
112,112,國民小學,14713,市立育英國小,新北市,淡水區,[251]新北市淡水區埤島里14號,(02)26214390,偏遠,121.335053,24.96914,25.214035,121.462287,1,0
145,145,國民小學,14746,市立八里國小,新北市,八里區,[249]新北市八里區舊城里中山路二段338號,(02)26102217,NA,121.699896,25.05997,25.1500909,121.4039408,1,1
82,82,國民小學,14678,市立和平國小,新北市,石碇區,[223]新北市石碇區隆盛里八分寮5號,(02)26631405,偏遠,120.338791,22.626491,25.012518,121.642445,1,1
92,92,國民小學,14690,市立九份國小,新北市,瑞芳區,[224]新北市瑞芳區永慶里崙頂路145號,(02)24972263,偏遠,121.45335,25.019421,25.1072093,121.8436,0,1
2415,2415,國民小學,353608,臺北市立大學附小,臺北市,中正區,[100]臺北市中正區黎明里公園路29號,(02)23110395,,121.515255,25.036314,25.0358766,121.5162805,1,1
2464,2464,國民小學,393605,市立胡適國小,臺北市,南港區,[115]臺北市南港區中研里舊莊街1段1號,(02)27824949,,121.61721,25.042399,25.041386,121.618666,1,1
2374,2374,國民小學,323601,市立興雅國小,臺北市,信義區,[110]臺北市信義區雅祥里基隆路1段83巷9號,(02)27618156,,121.570074,25.046767,25.0332738,121.5731167,1,1
2427,2427,國民小學,373602,市立雙園國小,臺北市,萬華區,[108]臺北市萬華區雙園里莒光路315號,(02)23061893,,121.498158,25.030937,25.0308183,121.4985878,1,1
2402,2402,國民小學,343606,市立大佳國小,臺北市,中山區,[104]臺北市中山區大佳里6鄰濱江街107號,(02)25035816,,121.535954,25.073303,25.0733728,121.5360181,1,1
2468,2468,國民小學,403602,市立碧湖國小,臺北市,內湖區,[114]臺北市內湖區內湖里金龍路100號,(02)27907161,,121.591108,25.085302,25.0853115,121.5911103,1,1
2370,2370,國民小學,313606,市立民權國小,臺北市,松山區,[105]臺北市松山區民權東路四段200號,(02)27652327,,121.562298,25.062508,25.0625273,121.562343,1,1
2383,2383,國民小學,330601,國立臺北教大實小,臺北市,大安區,[106]臺北市大安區龍淵里和平東路2段94號,(02)27356186,,121.540887,25.025005,25.0247436,121.5411483,1,1
2424,2424,國民小學,363609,市立大橋國小,臺北市,大同區,[103]臺北市大同區隆和里重慶北路3段2號,(02)25944413,,121.513379,25.064287,25.0634649,121.5127785,1,1
2456,2456,國民小學,383616,市立萬興國小,臺北市,文山區,[116]臺北市文山區萬興里秀明路2段114號,(02)29381721,,121.576625,24.990433,24.9904294,121.5765927,1,1
2507,2507,國民小學,423607,市立泉源國小,臺北市,北投區,[112]臺北市北投區泉源里東昇路34號,(02)28951258,,121.524337,25.149207,25.1493002,121.5244264,1,0
2512,2512,國民小學,423612,市立義方國小,臺北市,北投區,[112]臺北市北投區珠海路155號,(02)28917433,NA,121.509274,25.142037,25.1420469,121.5093048,1,1
2499,2499,國民小學,413619,市立三玉國小,臺北市,士林區,[111]臺北市士林區三玉里天母東路116號,(02)28751369,,121.537323,25.117995,25.1178607,121.5372679,1,1
1559,1559,國民小學,114733,市立南梓國小,臺南市,新營區,[730]臺南市新營區建業路191號,(06)6562904,,120.375649,23.794096,23.2982679,120.2986916,1,1
2347,2347,國民小學,213628,市立海東國小,臺南市,安南區,[709]臺南市安南區安中路三段381號,(06)2567146,,120.174806,23.049024,23.0482152,120.1753024,1,1
1496,1496,國民小學,114660,市立培文國小,臺南市,麻豆區,[721]臺南市麻豆區和平路11號,(06)5722169,,120.602403,23.74401,23.1787888,120.2470532,1,1
1503,1503,國民小學,114668,市立佳里國小,臺南市,佳里區,[722]臺南市佳里區安西里公園路445號,(06)7222031,,120.511312,23.657424,23.1642878,120.1726507,1,1
1490,1490,國民小學,114654,市立新市國小,臺南市,新市區,[744]臺南市新市區中興街1號,(06)5992895,,120.537411,23.611904,23.0785233,120.2954261,1,1
1493,1493,國民小學,114657,市立南安國小,臺南市,安定區,[745]臺南市安定區南安里62號,(06)5922023,,120.586479,23.687007,23.1052556,120.2267506,1,1
1483,1483,國民小學,114647,市立善化國小,臺南市,善化區,[741]臺南市善化區進學路63號,(06)5817020,,120.554463,23.626131,23.1356972,120.2890022,1,1
1454,1454,國民小學,114614,市立五甲國小,臺南市,關廟區,[718]臺南市關廟區和平路246號,(06)5952155,,121.189337,24.148298,22.9584949,120.3338947,1,1
1600,1600,國民小學,114781,市立新泰國小,臺南市,新營區,[730]臺南市新營區東學路77號,(06)6330496,,120.199597,23.65297,23.3155889,120.3262028,1,1
1447,1447,國民小學,114607,市立德南國小,臺南市,仁德區,[717]臺南市仁德區後壁里中正路二段209號,(06)2794772,,120.950278,23.785727,22.9487584,120.2511264,1,1
1603,1603,國民小學,114785,市立紅瓦厝國小,臺南市,歸仁區,[711]臺南市歸仁區信義南路100號,(06)2309012,,120.183306,23.587083,22.9626153,120.2989197,1,1
2363,2363,國民小學,213644,市立億載國小,臺南市,安平區,[708]臺南市安平區郡平路310號,(06)2932371,,120.16373,22.989998,22.9897575,120.1637581,1,1
2333,2333,國民小學,213614,市立協進國小,臺南市,中西區,[700]臺南市中西區金華路四段17號,(06)2223369,,120.193961,22.99723,22.9972259,120.1940913,1,1
1461,1461,國民小學,114623,市立永康國小,臺南市,永康區,[710]臺南市永康區永康里中山南路637號,(06)2324462,,121.148787,24.028052,23.0265964,120.2550815,1,1
2332,2332,國民小學,213613,市立永華國小,臺南市,南區,[702]臺南市南區中華西路一段2巷17號,(06)2641457,,120.186984,22.964293,22.9637029,120.1865679,1,1
2361,2361,國民小學,213642,市立文元國小,臺南市,北區,[704]臺南市北區海安路三段815號,(06)3584371,,120.199951,23.015355,23.0154281,120.2000907,1,1
2325,2325,國民小學,213606,市立崇學國小,臺南市,東區,[701]臺南市東區崇學路98號,(06)2689951,,120.223351,22.979564,22.9794998,120.2232004,1,1
1566,1566,國民小學,114740,市立月津國小,臺南市,鹽水區,[737]臺南市鹽水區月津路16號,(06)6521113,,120.308915,23.764007,23.315883,120.266373,1,1
1578,1578,國民小學,114758,市立柳營國小,臺南市,柳營區,[736]臺南市柳營區士林里柳營路一段755號,(06)6222124,,120.278605,23.622545,23.2753735,120.3126116,1,1
1468,1468,國民小學,114630,市立新化國小,臺南市,新化區,[712]臺南市新化區中山路173號,(06)5902035,,120.552557,23.679231,23.0376479,120.311004,1,1
1523,1523,國民小學,114691,市立大文國小,臺南市,七股區,[724]臺南市七股區大寮里36之2號,(06)7872730,偏遠,120.451251,23.707508,23.1457093,120.1524351,1,1
1591,1591,國民小學,114771,市立聖賢國小,臺南市,東山區,[733]臺南市東山區聖賢里田尾29號,(06)6353170,偏遠,120.336161,23.658573,23.306869,120.362123,1,0
1585,1585,國民小學,114765,市立安溪國小,臺南市,後壁區,[731]臺南市後壁區長安里5號,(06)6361535,偏遠,120.328302,23.636928,23.3347501,120.3594043,1,0
1568,1568,國民小學,114743,市立仁光國小,臺南市,鹽水區,[737]臺南市鹽水區舊營里117號,(06)6523620,偏遠,120.355751,23.785526,23.2982122,120.2599266,1,0
1540,1540,國民小學,114710,市立東陽國小,臺南市,學甲區,[726]臺南市學甲區華宗路260號,(06)7833322,,120.284993,23.682871,23.22875,120.1838484,1,0
1525,1525,國民小學,114693,市立將軍國小,臺南市,將軍區,[725]臺南市將軍區將貴里58號,(06)7942034,,120.485142,23.729057,23.2067064,120.1401654,1,0
1541,1541,國民小學,114711,市立下營國小,臺南市,下營區,[735]臺南市下營區仁里里13鄰中山路二段72號,(06)6892181,,120.265742,23.711561,23.2314709,120.2616162,1,0
1580,1580,國民小學,114760,市立重溪國小,臺南市,柳營區,[736]臺南市柳營區重溪里義士路二段2號,(06)6231824,,120.284816,23.555987,23.2856412,120.3642035,1,0
1515,1515,國民小學,114681,市立七股國小,臺南市,七股區,[724]臺南市七股區大埕里395號,(06)7872076,,120.459585,23.64732,23.1453614,120.144496,1,0
1510,1510,國民小學,114675,市立西港國小,臺南市,西港區,[723]臺南市西港區進學街60號,(06)7952005,,120.492942,23.764036,23.1228784,120.1994959,1,0
1472,1472,國民小學,114635,市立山上國小,臺南市,山上區,[743]臺南市山上區南洲里42號,(06)5781203,,120.537611,23.674139,23.0958254,120.3478746,1,0
1470,1470,國民小學,114632,市立口埤實驗小學,臺南市,新化區,[712]臺南市新化區知義里口埤88號,(06)5901445,偏遠,120.5393,23.70783,23.0251369,120.3487078,1,0
1500,1500,國民小學,114664,市立北勢國小,臺南市,麻豆區,[721]臺南市麻豆區北勢里15號,(06)5722844,偏遠,120.479492,23.680296,23.2064745,120.2368486,1,0
1487,1487,國民小學,114651,市立陽明國小,臺南市,善化區,[741]臺南市善化區胡家里300號,(06)5817165,,120.631068,23.604213,23.1508594,120.2714642,1,0
1491,1491,國民小學,114655,市立大社國小,臺南市,新市區,[744]臺南市新市區大社里39號,(06)5991593,,120.618385,23.641955,23.0903938,120.3291365,1,0
2351,2351,國民小學,213632,市立鎮海國小,臺南市,安南區,[709]臺南市安南區大眾路381號,(06)2841700,偏遠,120.134458,23.019061,23.0190055,120.1341692,1,0
2330,2330,國民小學,213611,市立龍崗國小,臺南市,南區,[702]臺南市南區鯤鯓里鯤鯓路147號,(06)2620024,偏遠,120.169558,22.961379,22.961461,120.1694619,1,0
1459,1459,國民小學,114619,市立新光國小,臺南市,關廟區,[718]臺南市關廟區新光街76號,(06)5952419,偏遠,121.076248,23.946871,22.9719016,120.3528226,1,0
1506,1506,國民小學,114671,市立塭內國小,臺南市,佳里區,[722]臺南市佳里區龍安里40號,(06)7891054,偏遠,120.498563,23.757136,23.1297701,120.1675902,1,0
1460,1460,國民小學,114620,市立龍崎國小,臺南市,龍崎區,[719]臺南市龍崎區崎頂里新市子41號,(06)5941204,偏遠,121.192195,24.059516,22.966918,120.359124,1,0
319,319,國民小學,34625,市立圳頭國小,桃園市,大園區,[337]桃園市大園區中華路261號,(03)3862504,,121.380362,24.43738,25.0725857,121.2050445,1,1
308,308,國民小學,34614,市立公埔國小,桃園市,蘆竹區,[338]桃園市蘆竹區南山路二段448號,(03)3243852,,121.763498,24.654738,25.0717591,121.2859943,1,1
334,334,國民小學,34640,市立大埔國小,桃園市,龜山區,[333]桃園市龜山區振興路1169號,(03)3298329,偏遠,121.297506,25.000417,25.0296641,121.3749706,1,1
397,397,國民小學,34703,市立東明國小,桃園市,新屋區,[327]桃園市新屋區中山西路一段474號,(03)4772500,,121.292256,24.92071,24.9762512,121.0849066,1,1
414,414,國民小學,34720,市立富林國小,桃園市,觀音區,[328]桃園市觀音區富林里五鄰8號之2,(03)4839049,,121.229533,24.941973,25.0366077,121.1223488,1,1
438,438,國民小學,34745,市立興國國小,桃園市,中壢區,[320]桃園市中壢區元化路二段62號,(03)4258158,,121.166988,24.848182,24.9635147,121.2213024,1,1
291,291,國民小學,31601,私立福祿貝爾國小,桃園市,龍潭區,[325]桃園市龍潭區金龍路223號,(03)4899899,,121.728973,24.762816,24.8539539,121.2147221,1,1
390,390,國民小學,34696,市立水美國小,桃園市,楊梅區,[326]桃園市楊梅區水美里楊新路一段410號,(03)4782770,,121.282096,24.855884,24.9187658,121.1372109,1,1
376,376,國民小學,34682,市立南勢國小,桃園市,平鎮區,[324]桃園市平鎮區中豐路南勢二段223號,(03)4393724,,121.327594,24.991959,24.913476,121.2106409,1,1
456,456,國民小學,34763,市立田心國小,桃園市,大溪區,[335]桃園市大溪區文化路120號,(03)3872008,,121.2979,25.021439,24.8808439,121.2922744,1,1
347,347,國民小學,34653,市立廣興國小,桃園市,八德區,[334]桃園市八德區廣興里十六鄰雙連坡1-1號,(03)3666007,,121.300935,25.050201,24.9568739,121.2826641,1,1
294,294,國民小學,31604,私立康萊爾國(中)小,桃園市,桃園區,[330]桃園市桃園區力行路288巷8號,(03)3026889,,121.687545,24.718716,24.9997496,121.2968892,1,1
315,315,國民小學,34621,市立山腳國小,桃園市,蘆竹區,[338]桃園市蘆竹區南山路三段440號,(03)3241884,NA,121.618614,24.660899,25.0885,121.2876667,1,0
337,337,國民小學,34643,市立龍壽國小,桃園市,龜山區,[333]桃園市龜山區龍壽里龍校街30號,(03)3296554,偏遠,121.286959,25.009461,25.0110923,121.3879948,1,0
407,407,國民小學,34713,市立大潭國小,桃園市,觀音區,[328]桃園市觀音區大潭里濱海路大潭段687號,(03)4732087,偏遠,121.252443,24.940255,25.0219128,121.0586593,1,0
402,402,國民小學,34708,市立大坡國小,桃園市,新屋區,[327]桃園市新屋區大坡里五鄰5號,(03)4768311,NA,121.215829,24.959418,24.9593212,121.0421102,1,0
388,388,國民小學,34694,市立瑞原國小,桃園市,楊梅區,[326]桃園市楊梅區民安路1號,(03)4723280,偏遠,121.286547,24.884905,24.9260585,121.1037044,1,0
421,421,國民小學,34727,市立龍源國小,桃園市,龍潭區,[325]桃園市龍潭區高平里深窩子16之1號,(03)4717149,NA,121.213305,24.896645,24.8255949,121.2118374,1,0
359,359,國民小學,34665,市立永福國小,桃園市,大溪區,[335]桃園市大溪區永福里信義路十二鄰1165號,(03)3883709,偏遠,121.204302,25.071737,24.894939,121.31885,1,0
2654,2654,附設國民小學,580301,國立高師大附中附設國小,高雄市,苓雅區,[802]高雄市苓雅區凱旋二路89號,(07)7613875,,120.322109,22.626516,22.6264895,120.3218838,1,1
2549,2549,國民小學,553603,市立愛國國小,高雄市,三民區,[807]高雄市三民區十全一路1號,(07)3161191,,120.313676,22.644535,22.6445763,120.313442,1,1
2527,2527,國民小學,533602,市立舊城國小,高雄市,左營區,[813]高雄市左營區蓮潭路47號,(07)5810017,,120.292937,22.683141,22.6831518,120.2929535,1,1
2525,2525,國民小學,523607,市立九如國小,高雄市,鼓山區,[804]高雄市鼓山區九如四路763號,(07)5317186,,120.278712,22.652148,22.6522414,120.278776,1,1
2585,2585,國民小學,593611,市立鎮昌國小,高雄市,前鎮區,[806]高雄市前鎮區樹人路261號,(07)8116575,,120.317983,22.590548,22.5903341,120.3181616,1,1
2598,2598,國民小學,613608,市立二苓國小,高雄市,小港區,[812]高雄市小港區立群路6號,(07)8016837,,120.353258,22.56379,22.5640784,120.3532557,1,1
2516,2516,國民小學,513601,市立鹽埕國小,高雄市,鹽埕區,[803]高雄市鹽埕區五福四路183號,(07)5210626,,120.282912,22.623692,22.6231358,120.2826852,1,1
1667,1667,國民小學,124667,市立路竹國小,高雄市,路竹區,[821]高雄市路竹區竹南里中山路712巷16號,(07)6969920,,120.458712,23.121248,22.8563263,120.2593858,1,1
2561,2561,國民小學,563601,市立新興區新興國小,高雄市,新興區,[800]高雄市新興區民生一路321號,(07)2412119,,120.304527,22.626018,22.6270621,120.3049736,1,1
2565,2565,國民小學,573601,市立前金國小,高雄市,前金區,[801]高雄市前金區大同二路61號,(07)2829001,,120.293922,22.626351,22.6264158,120.2938711,1,1
